index,building_name,header,description,latitude,longitude,image_1,image_2,image_3,dept1_link,dept2_link,dept3_link,dept4_link,dept5_link,dept6_link,dept7_link,dept8_link,dept9_link,dept1_name,dept2_name,dept3_name,dept4_name,dept5_name,dept6_name,dept7_name,dept8_name,dept9_name
0,Building 9,Departments in Building 9,,36.17326278,43.96545873,https://i.ibb.co/P1534wq/Wallpaper-Dog-5554855.jpg,,,https://cihanuniversity.edu.iq/college-of-science/computer-science-department/,https://cihanuniversity.edu.iq/college-of-engineering/department-of-informatics-and-software-engineering/,https://cihanuniversity.edu.iq/college-of-engineering/department-of-communication-and-computer-engineering/,https://cihanuniversity.edu.iq/college-of-engineering/department-of-architectural/,https://cihanuniversity.edu.iq/college-of-engineering/department-of-interior-design-eng/,https://cihanuniversity.edu.iq/college-of-engineering/department-of-civil-engineering/,https://cihanuniversity.edu.iq/department-of-medical-biochemical-analysis/,https://cihanuniversity.edu.iq/college-of-dentistry/,https://cihanuniversity.edu.iq/college-of-pharmacy/,Department of Computer Science,Department of Informatics and Software Engineering,Department of Communication and Computer Engineering,Department of Architectural Engineering,Department of Interior Design Engineering,Department of Civil Engineering,Department of Medical Biochemical Analysis,College of Dentistry,College of Pharmacy
